item	roi	word	surprisal	retrieval,surprisal
28	7	थी	0.00221	123.30855296529035,0.00469
28	8	मिठाई	0.12823	291.3558389313814,0.66161
28	9	मेरी	0.48134	292.8730417452109,1.42309
28	10	बहन	0.17893	506.3009510461645,0.72817
28	11	है।	0.56828	264.271982043339,0.72143
30	1	वह	0.00071	51.0,0.10484
30	2	मिठाई	0.20173	174.30855296529043,0.88503
30	3	जिसको	0.00893	51.00000000000003,0.05763
30	4	उस	0.02087	51.0,0.08714
30	5	बच्ची	0.65471	196.6171059305808,1.15604
30	6	ने	0.01344	123.30855296529046,0.15816
30	7	आराम	0.67574	101.0,0.64008
30	8	से	0.01410	145.6171059305808,0.1291
30	9	खाया	1.56853	895.6554648046501,0.27584
30	10	था	0.00219	123.30855296529035,0.00441
30	11	बहुत	0.10180	197.78527964379396,0.38282
30	12	मीठी	0.17552	215.17868526501115,0.36557
30	13	होती	0.22585	308.717143793644,0.11787
30	14	है।	0.61355	247.07922868292553,0.57611
32	1	वह	0.00071	51.0,0.10484
32	2	मिठाई	0.20173	174.30855296529043,0.88503
32	3	जिसको	0.00893	51.00000000000003,0.05763
32	4	आराम	1.16989	196.6171059305808,0.58794
32	5	से	0.01315	123.30855296529046,0.1229
32	6	खाया	1.01627	477.54969187468475,0.22398
32	7	था	0.00219	123.30855296529035,0.00441
32	8	उस	0.20978	244.57055928758768,0.67728
32	9	बच्ची	0.16068	353.92614755459044,0.66355
32	10	ने	0.16322	145.61710593058092,0.31225
32	11	बहुत	0.58744	300.6896972323168,0.70278
32	12	मीठी	0.22821	262.2849151185146,0.38314
32	13	होती	0.22585	395.48949380375825,0.11787
32	14	है।	0.61355	288.1242851889965,0.57611
34	1	वह	0.00071	51.0,0.10484
34	2	औरत	0.20173	174.30855296529043,0.88503
34	3	जिसने	0.00892	51.00000000000003,0.05763
34	4	नाव	1.17051	196.6171059305808,0.58196
34	5	पिछले	0.04424	51.0,0.51162
34	6	हफ्ते	0.65226	218.92565889587127,2.45073
34	7	खरीदी	1.22938	583.6876736463319,0.16514
34	8	थी	0.00454	123.30855296529035,0.00428
34	9	इस	0.30127	244.57055928758768,0.94919
34	10	गाँव	0.28168	421.5681967394537,0.56795
34	11	की	0.14020	123.30855296529035,0.24776
34	12	सरपंच	0.78278	710.4215352214715,0.91117
34	13	है।	0.80747	280.71114307772314,0.25467
36	1	वह	0.00071	51.0,0.10484
36	2	औरत	0.20173	174.30855296529043,0.88503
36	3	जिसने	0.00892	51.00000000000003,0.05763
36	4	पिछले	0.08825	51.0,0.5069
36	5	हफ्ते	0.96335	196.6171059305808,1.79677
36	6	खरीदी	1.29103	569.3836828871933,0.16514
36	7	थी	0.00454	123.30855296529035,0.00428
36	8	नाव	0.24534	291.35583893138164,0.58628
36	9	इस	0.58515	292.8730417452109,1.25179
36	10	गाँव	0.28457	506.3009510461645,0.59755
36	11	की	0.14020	123.30855296529035,0.24776
36	12	सरपंच	0.78278	803.5307621186103,0.91117
36	13	है।	0.80747	298.90160896982616,0.25467
38	1	वह	0.00071	51.0,0.10484
38	2	नाव	0.20195	174.30855296529043,0.88503
38	3	जिसको	0.00895	51.00000000000003,0.05763
38	4	उस	0.02087	51.0,0.08714
38	5	औरत	0.65454	196.6171059305808,1.15604
38	6	ने	0.01345	123.30855296529046,0.15816
38	7	पिछले	0.03238	101.0,0.484
38	8	हफ्ते	0.52696	218.92565889587127,2.48666
38	9	खरीदा	1.54982	818.3488258654837,0.16516
38	10	था	0.00449	123.30855296529035,0.00404
38	11	बहुत	0.18074	197.78527964379373,0.33843
38	12	प्रसिद्ध	0.25955	279.35737053002276,0.33271
38	13	है।	0.23979	233.7341948981907,0.14684
40	1	वह	0.00071	51.0,0.10484
40	2	नाव	0.20195	174.30855296529043,0.88503
40	3	जिसको	0.00895	51.00000000000003,0.05763
40	4	पिछले	0.08833	51.0,0.5069
40	5	हफ्ते	0.96398	196.6171059305808,1.79677
40	6	खरीदा	1.28902	569.3836828871933,0.16516
40	7	था	0.00449	123.30855296529035,0.00404
40	8	उस	0.25628	244.57055928758768,0.76502
40	9	औरत	0.27769	353.92614755459044,0.60303
40	10	ने	0.16328	123.30855296529035,0.31225
40	11	बहुत	0.65294	299.59179962726853,1.30659
40	12	﻿प्रसिद्ध	0.31744	371.5078318445426,0.34702
40	13	है।	0.24293	276.6232382863559,0.15201
42	1	वह	0.00071	51.0,0.10484
42	2	लड़की	0.20150	174.30855296529043,0.88503
42	3	जिसने	0.00893	51.00000000000003,0.05763
42	4	कविता	1.17029	196.6171059305808,0.58196
42	5	सारे	0.04724	51.0,0.1762
42	6	लोगो	0.58727	218.92565889587127,2.59854
42	7	के	0.00897	123.30855296529046,0.09423
42	8	सामने	0.15843	197.78527964379384,0.5674
42	9	गायी	1.24424	722.150665217393,0.1804
42	10	थी	0.00334	123.30855296529035,0.00421
42	11	बहुत	0.14075	197.78527964379396,0.33823
42	12	गरीब	0.21690	215.17868526501115,0.33374
42	13	है।	0.21225	229.858571896822,0.14586
44	1	वह	0.00071	51.0,0.10484
44	2	लड़की	0.20150	174.30855296529043,0.88503
44	3	जिसने	0.00893	51.00000000000003,0.05763
44	4	सारे	0.07308	51.0,0.15555
44	5	लोगो	0.86915	196.6171059305808,1.74404
44	6	के	0.00873	123.30855296529046,0.09423
44	7	सामने	0.15528	197.78527964379384,0.5674
44	8	गायी	1.30608	710.9635999683162,0.1804
44	9	थी	0.00334	123.30855296529035,0.00421
44	10	कविता	0.18623	291.3558389313814,0.58595
44	11	बहुत	0.46383	221.93652087260534,0.58763
44	12	गरीब	0.21968	235.83929199468594,0.34101
44	13	है।	0.21225	248.46326420357445,0.14586
46	1	वह	0.00071	51.0,0.10484
46	2	कविता	0.20180	174.30855296529043,0.88503
46	3	जिसको	0.00895	51.00000000000003,0.05763
46	4	उस	0.02087	51.0,0.08714
46	5	लड़की	0.65510	196.6171059305808,1.15604
46	6	ने	0.01344	123.30855296529046,0.15816
46	7	सारे	0.03474	101.0,0.17022
46	8	लोगो	0.50327	218.92565889587127,2.64255
46	9	के	0.00897	145.6171059305808,0.09423
46	10	सामने	0.15843	200.05665267703785,0.5674
46	11	गाया	1.56579	975.657032594399,0.18026
46	12	था	0.00331	123.30855296529035,0.00397
46	13	काफी	0.17611	244.57055928758746,0.73265
46	14	पुरानी	0.21853	218.64204918486348,0.3361
46	15	है।	0.21555	232.90857074504083,0.15179
48	1	वह	0.00071	51.0,0.10484
48	2	कविता	0.20180	174.30855296529043,0.88503
48	3	जिसको	0.00895	51.00000000000003,0.05763
48	4	सारे	0.07314	51.0,0.15555
48	5	लोगो	0.86971	196.6171059305808,1.74404
48	6	के	0.00873	123.30855296529046,0.09423
48	7	सामने	0.15528	197.78527964379384,0.5674
48	8	गाया	1.30494	710.9635999683162,0.18026
48	9	था	0.00331	123.30855296529035,0.00397
48	10	उस	0.23243	244.57055928758768,0.7638
48	11	लड़की	0.21866	353.92614755459044,0.60339
48	12	ने	0.16316	145.6171059305807,0.31225
48	13	काफी	0.61032	400.37939446463315,1.09787
48	14	पुरानी	0.27381	266.5730541959656,0.35258
48	15	है।	0.21555	277.3266459126635,0.15179
50	1	वह	0.00071	51.0,0.10484
50	2	आदमी	0.20192	174.30855296529043,0.89087
50	3	जिसने	0.00896	51.00000000000003,0.05765
50	4	स्कूटर	1.17145	196.6171059305808,0.57737
50	5	बड़ी	0.04535	51.0,0.52236
50	6	मेहनत	0.65965	218.92565889587127,2.45678
50	7	से	0.01303	123.30855296529046,0.12406
50	8	साफ	0.05122	101.0,0.5266
50	9	की	0.59936	791.1282726796868,0.1937
50	10	थी	0.00304	123.30855296529035,0.00392
50	11	पुराना	0.16090	291.3558389313814,0.24364
50	12	कर्मचारी	0.21413	434.7460834904218,0.63399
50	13	है।	0.58705	247.30346648934164,0.2474
52	1	वह	0.00071	51.0,0.10484
52	2	आदमी	0.20192	174.30855296529043,0.89087
52	3	जिसने	0.00896	51.00000000000003,0.05765
52	4	बड़ी	0.09072	51.0,0.51819
52	5	मेहनत	0.97552	196.6171059305808,1.79406
52	6	से	0.01270	123.30855296529046,0.12406
52	7	साफ	0.05091	101.0,0.5266
52	8	की	0.62676	779.8074791568455,0.1937
52	9	थी	0.00304	123.30855296529035,0.00392
52	10	स्कूटर	0.17069	291.3558389313814,0.56442
52	11	पुराना	0.43536	363.8095626178165,0.51028
52	12	कर्मचारी	0.21751	521.5593665933498,0.64045
52	13	है।	0.58705	267.92585249531294,0.2474
54	1	वह	0.00071	51.0,0.10484
54	2	स्कूटर	0.20177	174.30855296529043,0.88197
54	3	जिसको	0.00893	51.00000000000003,0.05753
54	4	उस	0.02087	51.0,0.08714
54	5	आदमी	0.65373	196.6171059305808,1.16663
54	6	ने	0.01345	123.30855296529046,0.15734
54	7	बड़ी	0.03343	101.0,0.49489
54	8	मेहनत	0.53502	218.92565889587127,2.49034
54	9	से	0.01303	145.6171059305808,0.12406
54	10	साफ	0.05122	101.0,0.5266
54	11	किया	0.80005	1043.4003499724124,0.17779
54	12	था	0.00246	123.30855296529035,0.00371
54	13	बैटरी	0.14224	338.14111857517537,0.57037
54	14	से	0.25266	167.92565889587104,0.31596
54	15	चलती	0.46724	375.52919052226844,0.2075
54	16	है।	0.80715	254.88315466275571,0.56501
56	1	वह	0.00071	51.0,0.10484
56	2	स्कूटर	0.20177	174.30855296529043,0.88197
56	3	जिसको	0.00893	51.00000000000003,0.05753
56	4	बड़ी	0.09080	51.0,0.51819
56	5	मेहनत	0.97616	196.6171059305808,1.79251
56	6	से	0.01270	123.30855296529046,0.12406
56	7	साफ	0.05091	101.0,0.5266
56	8	किया	0.69147	779.8074791568455,0.17779
56	9	था	0.00246	123.30855296529035,0.00371
56	10	उस	0.18192	244.57055928758768,0.77828
56	11	आदमी	0.17480	353.92614755459044,0.58538
56	12	ने	0.16311	145.6171059305807,0.3109
56	13	बैटरी	0.67917	599.7587889292663,0.89796
56	14	से	0.11555	167.9256588958715,0.26975
56	15	चलती	0.86522	465.0401811821748,0.24032
56	16	है।	0.80715	297.5584407646338,0.56501
58	1	वह	0.00054	51.0,0.03664
58	2	माली	0.11968	51.0,0.47577
58	3	जिसने	0.02160	51.0,0.36759
58	4	लकड़ी	1.24746	174.30855296529046,0.5322
58	5	बहुत	0.05304	51.0,0.13633
58	6	दिलचस्पी	0.65896	196.6171059305808,4.02857
58	7	से	0.01315	123.30855296529046,0.11257
58	8	रखी	1.95785	891.0763954038933,0.12308
58	9	थी	0.00220	123.30855296529035,0.00471
58	10	बहुत	0.10146	197.78527964379396,0.38529
58	11	बूढ़ा	0.17496	215.1786852650116,0.36731
58	12	है।	0.18512	229.858571896822,0.14558
60	1	वह	0.00071	51.0,0.10484
60	2	माली	0.20177	174.30855296529043,0.88503
60	3	जिसने	0.00893	51.00000000000003,0.05763
60	4	बहुत	0.07137	51.0,0.12019
60	5	दिलचस्पी	0.87761	196.6171059305808,1.71905
60	6	से	0.01281	123.30855296529046,0.12449
60	7	रखी	1.27921	669.5958665535985,0.16805
60	8	थी	0.00220	123.30855296529035,0.00471
60	9	लकड़ी	0.12767	291.3558389313814,0.66318
60	10	बहुत	0.42439	221.93652087260534,0.63469
60	11	बूढ़ा	0.17774	235.83929199468594,0.37458
60	12	है।	0.18512	248.46326420357445,0.14558
62	1	वह	0.00071	51.0,0.10484
62	2	लकड़ी	0.20183	174.30855296529043,0.88503
62	3	जिसको	0.00894	51.00000000000003,0.05763
62	4	उस	0.02087	51.0,0.08714
62	5	माली	0.65438	196.6171059305808,1.15604
62	6	ने	0.01345	123.30855296529046,0.15816
62	7	बहुत	0.03391	101.0,0.1337
62	8	दिलचस्पी	0.50510	218.92565889587127,2.61947
62	9	से	0.01315	145.6171059305808,0.12449
62	10	रखा	1.51173	929.0068749927816,0.16781
62	11	था	0.00218	123.30855296529035,0.00443
62	12	बहुत	0.10121	197.78527964379373,0.38472
62	13	विचित्र	0.17467	215.17868526501115,0.36713
62	14	है।	0.18502	229.858571896822,0.14555
64	1	वह	0.00071	51.0,0.10484
64	2	लकड़ी	0.20183	174.30855296529043,0.88503
64	3	जिसको	0.00894	51.00000000000003,0.05763
64	4	बहुत	0.07143	51.0,0.12019
64	5	दिलचस्पी	0.87817	196.6171059305808,1.71905
64	6	से	0.01281	123.30855296529046,0.12449
64	7	रखा	1.25915	669.5958665535985,0.16781
64	8	था	0.00218	123.30855296529035,0.00443
64	9	उस	0.20861	244.57055928758768,0.67419
64	10	माली	0.15995	353.92614755459044,0.66597
64	11	ने	0.16328	145.6171059305807,0.31225
64	12	बहुत	0.58669	300.6896972323166,0.70468
64	13	विचित्र	0.22736	262.2849151185146,0.3847
64	14	है।	0.18502	273.2447469018789,0.14555
66	1	वह	0.00071	51.0,0.10484
66	2	किसान	0.20315	174.30855296529043,0.88503
66	3	जिसने	0.00892	51.00000000000003,0.05763
66	4	फसल	1.17007	196.6171059305808,0.58196
66	5	कल	0.86045	51.0,0.60546
66	6	सुबाह	0.01288	51.0,0.27197
66	7	मैदान	2.75542	977.3233425373048,3.72797
66	8	में	0.00997	123.30855296529035,0.11458
66	9	काटी	1.03643	528.5471817679058,0.16599
66	10	थी	0.00221	123.30855296529035,0.00475
66	11	बहुत	0.10184	197.78527964379373,0.38874
66	12	मेहनती	0.17537	215.1786852650116,0.36992
66	13	है।	0.18541	229.858571896822,0.14563
68	1	वह	0.00071	51.0,0.10484
68	2	किसान	0.20315	174.30855296529043,0.88503
68	3	जिसने	0.00892	51.00000000000003,0.05763
68	4	कल	1.17354	196.6171059305808,0.52839
68	5	सुबाह	0.00882	51.0,0.26848
68	6	मैदान	2.09993	473.89336966741007,2.9283
68	7	में	0.00997	123.30855296529035,0.11458
68	8	काटी	1.03643	505.47043762533826,0.16599
68	9	थी	0.00221	123.30855296529035,0.00475
68	10	फसल	0.12819	338.14111857517514,0.66873
68	11	बहुत	0.42483	225.08463517553218,0.63814
68	12	मेहनती	0.17815	238.66395369032534,0.37719
68	13	है।	0.18541	251.06955070433378,0.14563
70	1	वह	0.00071	51.0,0.10484
70	2	फसल	0.20188	174.30855296529043,0.88503
70	3	जिसको	0.00892	51.00000000000003,0.05763
70	4	उस	0.02087	51.0,0.08714
70	5	किसान	0.64982	196.6171059305808,1.15604
70	6	ने	0.01345	123.30855296529046,0.15816
70	7	कल	0.66988	101.0,0.57673
70	8	सुबाह	0.00648	51.0,0.23837
70	9	मैदान	3.62746	1608.4245664140503,3.82137
70	10	में	0.00997	145.6171059305807,0.11458
70	11	काटा	1.03576	560.6971283076095,0.16599
70	12	था	0.00219	123.30855296529035,0.00447
70	13	काफी	0.13470	197.78527964379373,0.83222
70	14	महंगी	0.17755	215.17868526501115,0.36728
70	15	है।	0.18851	229.858571896822,0.1508
72	1	वह	0.00071	51.0,0.10484
72	2	फसल	0.20188	174.30855296529043,0.88503
72	3	जिसको	0.00892	51.00000000000003,0.05763
72	4	कल	1.17301	196.6171059305808,0.52839
72	5	सुबाह	0.00882	51.0,0.26848
72	6	मैदान	2.10004	473.89336966741007,2.9283
72	7	में	0.00997	123.30855296529035,0.11458
72	8	काटा	1.03576	505.47043762533826,0.16599
72	9	था	0.00219	123.30855296529035,0.00447
72	10	उस	0.20963	244.57055928758768,0.66822
72	11	किसान	0.16078	421.5681967394539,0.67069
72	12	ने	0.16296	145.6171059305807,0.31225
72	13	काफी	0.56941	303.9470971053752,1.19744
72	14	महंगी	0.23275	265.35116078800047,0.38378
72	15	है।	0.18851	276.16211497397035,0.1508
74	1	वह	0.00054	51.0,0.03664
74	2	टी-टी	0.11972	51.0,0.47577
74	3	जिसने	0.02160	51.0,0.36759
74	4	सिगरेट	0.11409	51.0,0.36296
74	5	वेटिंग	0.30473	51.0,0.92532
74	6	रूम	2.02515	487.53645876795383,4.11719
74	7	के	0.00980	123.30855296529046,0.08198
74	8	सामने	0.15158	197.78527964379396,0.58993
74	9	मांगी	1.73915	748.1892811228843,0.13148
74	10	थी	0.00333	123.30855296529035,0.00421
74	11	मेरी	0.22354	291.3558389313814,0.94195
74	12	मौसी	0.23268	292.8730417452107,0.83317
74	13	का	0.14965	145.6171059305807,0.10304
74	14	रिशतेदार	0.72163	497.9667632897358,0.66621
74	15	है।	0.77936	270.03858646031676,0.74768
76	1	वह	0.00054	51.0,0.03664
76	2	टी-टी	0.11972	51.0,0.47577
76	3	जिसने	0.02160	51.0,0.36759
76	4	वेटिंग	0.11392	51.0,0.36296
76	5	रूम	1.77910	322.1980044095982,3.69216
76	6	के	0.00980	123.30855296529046,0.08198
76	7	सामने	0.15158	197.78527964379384,0.58993
76	8	मांगी	1.73915	728.5362332349608,0.13148
76	9	थी	0.00333	123.30855296529035,0.00421
76	10	सिगरेट	0.18544	244.57055928758768,0.58628
76	11	मेरी	0.50783	353.92614755459044,1.52554
76	12	मौसी	0.23621	419.8166082670591,0.7
76	13	का	0.14965	145.6171059305807,0.10304
76	14	रिशतेदार	0.72163	674.872854122053,0.66621
76	15	है।	0.77936	292.8886632855251,0.74768
78	1	वह	0.00071	51.0,0.10484
78	2	सिगरेट	0.20153	174.30855296529043,0.88503
78	3	जिसको	0.00894	51.00000000000003,0.05763
78	4	उस	0.02087	51.0,0.08714
78	5	टी-टी	0.69582	174.30855296529046,1.27422
78	6	ने	0.02910	123.30855296529046,0.22972
78	7	वेटिंग	0.04057	101.0,0.89655
78	8	रूम	0.63133	196.6171059305808,2.8398
78	9	के	0.00980	145.61710593058092,0.09511
78	10	सामने	0.15158	200.05665267703785,0.55443
78	11	मांगा	1.71165	970.9549839473948,0.17746
78	12	था	0.00329	123.30855296529035,0.00398
78	13	विलायत	0.18544	291.35583893138164,0.586
78	14	से	0.25266	167.9256588958715,0.31596
78	15	आती	0.48687	370.2166234210749,0.20745
78	16	है।	0.82808	252.406731568346,0.60182
80	1	वह	0.00071	51.0,0.10484
80	2	सिगरेट	0.20153	174.30855296529043,0.88503
80	3	जिसको	0.00894	51.00000000000003,0.05763
80	4	वेटिंग	0.07699	51.0,0.40182
80	5	रूम	0.92836	196.6171059305808,2.29181
80	6	के	0.00927	123.30855296529046,0.09511
80	7	सामने	0.15117	197.78527964379384,0.55443
80	8	मांगा	1.26466	710.9635999683162,0.17746
80	9	था	0.00329	123.30855296529035,0.00398
80	10	उस	0.23149	244.57055928758768,0.76299
80	11	टी-टी	0.17741	218.64204918486348,0.71264
80	12	ने	0.52379	145.6171059305807,0.74022
80	13	विलायत	0.39004	479.4978965480559,0.71791
80	14	से	0.11555	167.9256588958715,0.26975
80	15	आती	0.88434	445.42281790589686,0.23956
80	16	है।	0.82808	288.0921926319893,0.60182
82	1	वह	0.00054	51.0,0.03664
82	2	बढ़ई	0.75438	224.30855296529046,0.09547
82	3	जिसने	0.20923	145.6171059305808,0.91186
82	4	अलमारी	0.21060	200.05665267703773,0.73193
82	5	नीम	0.71156	283.0418279751374,0.85418
82	6	के	0.19965	123.30855296529035,0.23935
82	7	पेड़	0.55796	482.6159493843909,0.86408
82	8	के	0.09645	145.61710593058092,0.21854
82	9	नीचे	0.38014	200.05665267703785,0.94146
82	10	बनायी	0.88856	460.95861220714687,0.25659
82	11	थी	0.12901	123.30855296529035,0.22499
82	12	यहाँ	0.50099	651.9595178032673,1.89095
82	13	कई	0.22347	319.7309539246585,1.01586
82	14	सालों	0.22885	861.9447721712245,0.6489
82	15	से	0.17098	167.9256588958715,0.25803
82	16	काम	0.69343	1227.2530947751657,0.9327
82	17	कर	0.95449	845.6523465086539,0.25321
82	18	रहा	0.14302	145.6171059305807,0.1785
82	19	है।	0.56226	453.5405876156374,0.61237
84	1	वह	0.00054	51.0,0.03664
84	2	बढ़ई	0.75438	224.30855296529046,0.09547
84	3	जिसने	0.20923	145.6171059305808,0.91186
84	4	नीम	0.21061	200.05665267703773,0.73193
84	5	के	0.13831	123.30855296529046,0.24431
84	6	पेड़	0.71156	356.5628739731528,0.85786
84	7	के	0.09645	145.61710593058092,0.21854
84	8	नीचे	0.38014	200.05665267703785,0.94146
84	9	बनायी	0.88856	428.17890196136955,0.25659
84	10	थी	0.12901	123.30855296529035,0.22499
84	11	अलमारी	0.42321	606.6564049991659,1.07117
84	12	यहाँ	0.49953	613.0012200705542,1.44343
84	13	कई	0.22719	323.33094283029004,1.0513
84	14	सालों	0.22885	876.0169985204998,0.6489
84	15	से	0.17098	167.9256588958715,0.25803
84	16	काम	0.69343	1244.1692790786738,0.9327
84	17	कर	0.95449	855.7197733524608,0.25321
84	18	रहा	0.14302	145.6171059305807,0.1785
84	19	है।	0.56226	456.81307793659835,0.61237
86	1	वह	0.00054	51.0,0.03664
86	2	अलमारी	0.75410	224.30855296529046,0.09547
86	3	जिसको	0.20924	145.6171059305808,0.91186
86	4	उस	0.26311	200.05665267703773,0.98728
86	5	बढ़ई	0.22969	217.02091398756863,0.63322
86	6	ने	0.16327	123.30855296529046,0.31225
86	7	नीम	0.71185	381.75065273198913,0.90681
86	8	के	0.09648	145.61710593058092,0.21854
86	9	पेड़	0.90408	547.1575472443346,0.90233
86	10	के	0.09645	167.9256588958715,0.21854
86	11	नीचे	0.38014	202.2274140710133,0.94146
86	12	बनाया	0.88983	499.43092771761167,0.25611
86	13	था	0.12714	123.30855296529035,0.21921
86	14	लकड़ी	0.42442	874.4046246615617,1.07088
86	15	की	0.54704	723.2602888202878,0.22122
86	16	है।	0.47276	359.4337706764536,0.55997
88	1	वह	0.00054	51.0,0.03664
88	2	अलमारी	0.75410	224.30855296529046,0.09547
88	3	जिसको	0.20924	145.6171059305808,0.91186
88	4	नीम	0.21062	200.05665267703773,0.73193
88	5	के	0.13831	123.30855296529046,0.24431
88	6	पेड़	0.71157	356.5628739731528,0.85786
88	7	के	0.09645	145.61710593058092,0.21854
88	8	नीचे	0.38014	200.05665267703785,0.94146
88	9	बनाया	0.88983	428.17890196136955,0.25611
88	10	था	0.12714	123.30855296529035,0.21921
88	11	उस	0.51426	336.21880166638834,1.41129
88	12	बढ़ई	0.20797	586.5388733273803,0.59838
88	13	ने	0.16327	167.9256588958715,0.31225
88	14	लकड़ी	0.71181	881.3211213967311,0.90681
88	15	की	1.00073	728.3698858536022,0.25631
88	16	है।	0.47276	361.1123046243529,0.55997
90	1	वह	0.00071	51.0,0.10484
90	2	दुकानदार	0.20160	174.30855296529043,0.88503
90	3	जिसने	0.00891	51.00000000000003,0.05763
90	4	पुरानी	0.09365	51.0,0.50685
90	5	बन्दूक	0.97647	196.6171059305808,1.79008
90	6	इस	0.00761	51.0,0.12467
90	7	साल	0.39732	218.92565889587127,1.77759
90	8	एक-दो	0.03336	51.0,0.16639
90	9	बार	0.45459	241.2342118611616,1.76796
90	10	म्यूजियम	0.82475	51.0,0.63209
90	11	में	0.00975	123.30855296529035,0.10869
90	12	दिखायी	1.98284	1350.955121035696,0.229
90	13	थी	0.00220	123.30855296529035,0.00471
90	14	मशहूर	0.13998	244.57055928758746,0.2876
90	15	संग्रहकर्ता	0.17105	556.8522951091809,0.73745
90	16	है।	0.56752	251.04678556684576,0.24893
92	1	वह	0.00071	51.0,0.10484
92	2	दुकानदार	0.20160	174.30855296529043,0.88503
92	3	जिसने	0.00891	51.00000000000003,0.05763
92	4	इस	0.01067	51.0,0.10931
92	5	साल	0.55950	196.6171059305808,1.23177
92	6	एक-दो	0.02214	51.0,0.31762
92	7	बार	0.40702	218.92565889587127,1.2229
92	8	म्यूजियम	0.92161	51.0,0.67193
92	9	में	0.00975	123.30855296529046,0.10869
92	10	दिखायी	1.75947	1094.6169214665106,0.33835
92	11	थी	0.00220	123.30855296529035,0.00471
92	12	पुरानी	0.13939	197.78527964379373,0.29573
92	13	बन्दूक	0.17115	471.8934263250567,0.73782
92	14	मशहूर	0.55323	337.80219417328544,0.60076
92	15	संग्रहकर्ता	0.17442	808.8180769915384,0.7439
92	16	है।	0.56752	292.11268495833747,0.24893
94	1	वह	0.00071	51.0,0.10484
94	2	बन्दूक	0.20173	174.30855296529043,0.88503
94	3	जिसको	0.00893	51.00000000000003,0.05763
94	4	उस	0.02087	51.0,0.08714
94	5	दुकानदार	0.65485	196.6171059305808,1.15604
94	6	ने	0.01344	123.30855296529046,0.15816
94	7	इस	0.00519	101.0,0.12507
94	8	साल	0.30173	218.92565889587127,2.29641
94	9	एक-दो	0.02220	51.0,0.31762
94	10	बार	0.40967	241.2342118611615,1.2229
94	11	म्यूजियम	0.92161	51.0,0.67193
94	12	में	0.00975	145.61710593058092,0.10869
94	13	दिखाया	2.00942	1379.4203254144945,0.33783
94	14	था	0.00218	123.30855296529035,0.00442
94	15	अंग्रेज़ो	0.08549	197.78527964379373,0.34696
94	16	के	0.65981	167.92565889587104,0.62371
94	17	ज़माने	0.25841	675.1700983153169,0.76625
94	18	की	0.98127	373.2256132754419,0.25374
94	19	है।	0.45066	277.4440207655898,0.55819
96	1	वह	0.00071	51.0,0.10484
96	2	बन्दूक	0.20173	174.30855296529043,0.88503
96	3	जिसको	0.00893	51.00000000000003,0.05763
96	4	इस	0.01068	51.0,0.10931
96	5	साल	0.55991	196.6171059305808,1.23177
96	6	एक-दो	0.02214	51.0,0.31762
96	7	बार	0.40702	218.92565889587127,1.2229
96	8	म्यूजियम	0.92161	51.0,0.67193
96	9	में	0.00975	123.30855296529046,0.10869
96	10	दिखाया	1.75311	1094.6169214665106,0.33783
96	11	था	0.00218	123.30855296529035,0.00442
96	12	उस	0.20854	291.35583893138164,0.67385
96	13	दुकानदार	0.15998	505.68260436302717,0.66618
96	14	ने	0.16327	145.6171059305807,0.31225
96	15	अंग्रेज़ो	0.73701	309.9745781894512,0.69518
96	16	के	0.32497	167.92565889587104,0.53993
96	17	ज़माने	0.41842	972.622768866675,0.7909
96	18	की	0.98127	470.63813215945356,0.25374
96	19	है।	0.45066	324.59362224349115,0.55819
98	1	वह	0.00071	51.0,0.10484
98	2	प्रोफेसर	0.20125	174.30855296529043,0.88503
98	3	जिसने	0.00894	51.00000000000003,0.05763
98	4	पहेली	0.07692	51.0,0.40182
98	5	क्लास	0.92796	196.6171059305808,2.29379
98	6	में	0.01161	123.30855296529046,0.11223
98	7	सुलझाई	1.28829	669.5958665535985,0.16723
98	8	थी	0.00221	123.30855296529035,0.00475
98	9	गणित	0.12821	291.3558389313814,0.66873
98	10	बहुत	0.42477	221.93652087260534,0.63814
98	11	अच्छा	0.17856	235.83929199468594,0.25556
98	12	पढ़ाते	0.22084	345.92652840714845,0.11303
98	13	हैं।	0.13605	145.6171059305807,0.23748
100	1	वह	0.00071	51.0,0.10484
100	2	प्रोफेसर	0.20125	174.30855296529043,0.88503
100	3	जिसने	0.00894	51.00000000000003,0.05763
100	4	क्लास	1.16995	196.6171059305808,0.58265
100	5	में	0.01139	123.30855296529046,0.1102
100	6	सुलझाई	1.01819	477.54969187468475,0.22512
100	7	थी	0.00221	123.30855296529035,0.00475
100	8	पहेली	0.16603	197.78527964379396,0.56392
100	9	गणित	0.23847	343.53605579503414,0.80014
100	10	बहुत	0.58347	237.43621723153638,0.69605
100	11	अच्छा	0.17856	249.93525798540554,0.25556
100	12	पढ़ाते	0.22084	372.15261565627634,0.11303
100	13	हैं।	0.13605	145.6171059305807,0.23748
102	1	वह	0.00071	51.0,0.10484
102	2	पहेली	0.20173	174.30855296529043,0.88503
102	3	जिसको	0.00893	51.00000000000003,0.05763
102	4	उस	0.02087	51.0,0.08714
102	5	प्रोफेसर	0.65608	196.6171059305808,1.15604
102	6	ने	0.01345	123.30855296529046,0.15816
102	7	क्लास	0.67876	101.0,0.63462
102	8	में	0.01220	145.6171059305808,0.11566
102	9	सुलझाया	1.57127	895.6554648046501,0.27741
102	10	था	0.00219	123.30855296529035,0.00447
102	11	बहुत	0.10178	197.78527964379396,0.3884
102	12	कठिन	0.17550	215.17868526501115,0.36992
