item	roi	word	surprisal	retrieval
120	16	।	0.21118	364.05779597785295
122	1	वह	0.10484	51.0
122	2	बच्ची	0.88503	174.30855296529043
122	3	जिसने	0.05763	51.00000000000003
122	4	डिब्बी	0.58196	51.0
122	5	धीरे	0.46413	51.0
122	6	से	0.74627	123.30855296529046
122	7	चुपके-चुपके	1.01056	101.0
122	8	खोली	0.36491	961.5765850389539
122	9	थी	0.00424	123.30855296529035
122	10	बहुत	0.34313	197.78527964379396
122	11	शरारती	0.33564	215.1786852650116
122	12	है	0.51648	308.717143793644
122	13	।	0.02404	247.07922868292553
124	1	वह	0.10484	51.0
124	2	बच्ची	0.88503	174.30855296529043
124	3	जिसने	0.05763	51.00000000000003
124	4	धीरे	0.41509	51.0
124	5	से	0.75564	123.30855296529046
124	6	चुपके-चुपके	1.00088	101.0
124	7	खोली	0.30499	757.6804683661264
124	8	थी	0.00424	123.30855296529035
124	9	डिब्बी	0.59436	244.57055928758768
124	10	बहुत	0.59253	218.64204918486348
124	11	शरारती	0.34291	232.90857074504106
124	12	है	0.51648	340.5446924478106
124	13	।	0.02404	261.9275578847987
126	1	वह	0.10484	51.0
126	2	डिब्बी	0.88503	174.30855296529043
126	3	जिसको	0.05763	51.00000000000003
126	4	उस	0.08714	51.0
126	5	बच्ची	1.15604	196.6171059305808
126	6	ने	0.15816	123.30855296529046
126	7	धीरे	0.43673	101.0
126	8	से	0.79718	123.30855296529046
126	9	चुपके-चुपके	0.91495	101.0
126	10	खोला	0.35746	1007.8213469244461
126	11	था	0.00399	123.30855296529035
126	12	मेरी	0.93002	101.0
126	13	दादी	0.84945	51.0
126	14	की	0.13189	607.7946952800444
126	15	है	0.13944	145.6171059305807
126	16	।	0.46712	308.29410195323
128	1	वह	0.10484	51.0
128	2	डिब्बी	0.88503	174.30855296529043
128	3	जिसको	0.05763	51.00000000000003
128	4	धीरे	0.41509	51.0
128	5	से	0.75564	123.30855296529046
128	6	चुपके-चुपके	1.00088	101.0
128	7	खोला	0.30506	757.6804683661264
128	8	था	0.00399	123.30855296529035
128	9	उस	0.75305	101.0
128	10	बच्ची	0.61007	374.7967344714443
128	11	ने	0.31225	123.30855296529035
128	12	मेरी	1.70844	151.0
128	13	दादी	0.64129	51.0
128	14	की	0.13423	672.9468114172032
128	15	है	0.13944	145.6171059305807
128	16	।	0.46712	336.94829025041645
130	1	वह	0.10484	51.0
130	2	आदमी	0.89087	174.30855296529043
130	3	जिसने	0.05765	51.00000000000003
130	4	टाई	0.58196	51.0
130	5	बड़ी	0.52318	51.0
130	6	स्टाईल	2.44861	799.7877517456631
130	7	से	0.12386	123.30855296529035
130	8	पहनी	0.16962	513.4890444180542
130	9	हुई	0.00434	123.30855296529035
130	10	थी	0.02438	244.5705592875879
130	11	हमारे	0.84252	101.0
130	12	कालेज	0.87691	51.0
130	13	में	0.11021	145.6171059305807
130	14	काम	0.64815	101.0
130	15	करता	0.17348	987.7139688984312
130	16	है	0.13419	167.92565889587104
130	17	।	0.48284	343.2329420194724
132	1	वह	0.10484	51.0
132	2	आदमी	0.89087	174.30855296529043
132	3	जिसने	0.05765	51.00000000000003
132	4	बड़ी	0.51819	51.0
132	5	स्टाईल	1.79463	395.92912833426476
132	6	से	0.12386	123.30855296529046
132	7	पहनी	0.16962	491.9260141593554
132	8	हुई	0.00434	123.30855296529035
132	9	थी	0.02438	244.57055928758768
132	10	टाई	0.67168	353.9261475545902
132	11	हमारे	1.41542	101.0
132	12	कालेज	0.73839	51.0
132	13	में	0.11021	145.6171059305807
132	14	काम	0.64815	101.0
132	15	करता	0.17782	1015.0377509457962
132	16	है	0.13419	167.92565889587104
132	17	।	0.48284	355.759645232019
134	1	वह	0.10484	51.0
134	2	टाई	0.88503	174.30855296529043
134	3	जिसको	0.05763	51.00000000000003
134	4	उस	0.08714	51.0
134	5	आदमी	1.16663	196.6171059305808
134	6	ने	0.15734	123.30855296529046
134	7	बड़ी	0.49489	101.0
134	8	स्टाईल	2.48613	912.9640572457325
134	9	से	0.12386	145.61710593058092
134	10	पहना	0.16918	535.7826439769149
134	11	हुआ	0.00430	123.30855296529035
134	12	था	0.02479	244.5705592875879
134	13	आज	0.71669	421.5681967394539
134	14	कल	0.99211	617.0799600377927
134	15	फैशन	0.94968	878.7297869450535
134	16	में	0.26075	167.9256588958715
134	17	है	0.97857	253.4548281420266
134	18	।	0.19776	367.98977681886754
136	1	वह	0.10484	51.0
136	2	टाई	0.88503	174.30855296529043
136	3	जिसको	0.05763	51.00000000000003
136	4	बड़ी	0.51819	51.0
136	5	स्टाईल	1.79524	395.92912833426476
136	6	से	0.12386	123.30855296529046
136	7	पहना	0.16918	491.9260141593554
136	8	हुआ	0.00430	123.30855296529035
136	9	था	0.02479	244.57055928758768
136	10	उस	0.67154	101.0
136	11	आदमी	0.66184	514.7020481258562
136	12	ने	0.31090	145.6171059305807
136	13	आज	1.04594	648.0796698110244
136	14	कल	1.06054	827.9182852423337
136	15	फैशन	0.94968	1126.0282633345041
136	16	में	0.26075	167.9256588958715
136	17	है	0.97857	253.4548281420266
136	18	।	0.19776	405.92857168141927
138	1	वह	0.10484	51.0
138	2	औरत	0.88503	174.30855296529043
138	3	जिसने	0.05763	51.00000000000003
138	4	लाल	0.19439	51.0
138	5	गाड़ी	1.55161	174.30855296529046
138	6	पिछले	2.93956	337.7550883222742
138	7	महीने	1.13608	196.6171059305808
138	8	खरीदी	0.16528	423.34827454511765
138	9	थी	0.00428	123.30855296529035
