item	roi	word	surprisal	retrieval
22	6	ने	0.01345	123.30855296529046
22	7	धीरे-धीरे	0.07217	101.0
22	8	चुना	1.17949	779.8074791568455
22	9	था	0.00335	123.30855296529035
22	10	बहुत	0.14205	197.78527964379396
22	11	महंगी	0.21797	215.1786852650116
22	12	हैं।	0.42345	308.717143793644
24	1	वह	0.00071	51.0
24	2	सब्जीयाँ	0.20154	174.30855296529043
24	3	जिनको	0.00893	51.00000000000003
24	4	धीरे-धीरे	0.14385	51.0
24	5	चुना	0.99341	537.5364587679538
24	6	था	0.00335	123.30855296529046
24	7	उस	0.23124	244.5705592875878
24	8	आदमी	0.22103	286.28409836972696
24	9	ने	0.16311	123.30855296529035
24	10	बहुत	0.62796	296.1854709795084
24	11	महंगी	0.27065	258.06361216145183
24	12	हैं।	0.42345	387.4814603019704
26	1	वह	0.00071	51.0
26	2	बच्ची	0.20169	174.30855296529043
26	3	जिसने	0.00892	51.00000000000003
26	4	मिठाई	0.07692	51.0
26	5	आराम	0.92618	196.6171059305808
26	6	से	0.01338	123.30855296529046
26	7	खायी	1.28637	669.5958665535985
26	8	थी	0.00221	123.30855296529035
26	9	मेरी	0.19706	244.57055928758768
26	10	बहन	0.17539	353.92614755459044
26	11	है।	0.56828	240.60553608901955
28	1	वह	0.00071	51.0
28	2	बच्ची	0.20169	174.30855296529043
28	3	जिसने	0.00892	51.00000000000003
28	4	आराम	1.17045	196.6171059305808
28	5	से	0.01315	123.30855296529046
28	6	खायी	1.01659	477.54969187468475
28	7	थी	0.00221	123.30855296529035
28	8	मिठाई	0.12823	291.3558389313814
28	9	मेरी	0.48134	292.8730417452109
28	10	बहन	0.17893	506.3009510461645
28	11	है।	0.56828	264.271982043339
30	1	वह	0.00071	51.0
30	2	मिठाई	0.20173	174.30855296529043
30	3	जिसको	0.00893	51.00000000000003
30	4	उस	0.02087	51.0
30	5	बच्ची	0.65471	196.6171059305808
30	6	ने	0.01344	123.30855296529046
30	7	आराम	0.67574	101.0
30	8	से	0.01410	145.6171059305808
30	9	खाया	1.56853	895.6554648046501
30	10	था	0.00219	123.30855296529035
30	11	बहुत	0.10180	197.78527964379396
30	12	मीठी	0.17552	215.17868526501115
30	13	होती	0.22585	308.717143793644
30	14	है।	0.61355	247.07922868292553
32	1	वह	0.00071	51.0
32	2	मिठाई	0.20173	174.30855296529043
32	3	जिसको	0.00893	51.00000000000003
32	4	आराम	1.16989	196.6171059305808
32	5	से	0.01315	123.30855296529046
32	6	खाया	1.01627	477.54969187468475
32	7	था	0.00219	123.30855296529035
32	8	उस	0.20978	244.57055928758768
32	9	बच्ची	0.16068	353.92614755459044
32	10	ने	0.16322	145.61710593058092
32	11	बहुत	0.58744	300.6896972323168
32	12	मीठी	0.22821	262.2849151185146
32	13	होती	0.22585	395.48949380375825
32	14	है।	0.61355	288.1242851889965
34	1	वह	0.00071	51.0
34	2	औरत	0.20173	174.30855296529043
34	3	जिसने	0.00892	51.00000000000003
34	4	नाव	1.17051	196.6171059305808
34	5	पिछले	0.04424	51.0
34	6	हफ्ते	0.65226	218.92565889587127
34	7	खरीदी	1.22938	583.6876736463319
34	8	थी	0.00454	123.30855296529035
34	9	इस	0.30127	244.57055928758768
34	10	गाँव	0.28168	421.5681967394537
34	11	की	0.14020	123.30855296529035
34	12	सरपंच	0.78278	710.4215352214715
34	13	है।	0.80747	280.71114307772314
36	1	वह	0.00071	51.0
36	2	औरत	0.20173	174.30855296529043
36	3	जिसने	0.00892	51.00000000000003
36	4	पिछले	0.08825	51.0
36	5	हफ्ते	0.96335	196.6171059305808
36	6	खरीदी	1.29103	569.3836828871933
36	7	थी	0.00454	123.30855296529035
36	8	नाव	0.24534	291.35583893138164
36	9	इस	0.58515	292.8730417452109
36	10	गाँव	0.28457	506.3009510461645
36	11	की	0.14020	123.30855296529035
36	12	सरपंच	0.78278	803.5307621186103
36	13	है।	0.80747	298.90160896982616
38	1	वह	0.00071	51.0
38	2	नाव	0.20195	174.30855296529043
38	3	जिसको	0.00895	51.00000000000003
38	4	उस	0.02087	51.0
38	5	औरत	0.65454	196.6171059305808
38	6	ने	0.01345	123.30855296529046
38	7	पिछले	0.03238	101.0
38	8	हफ्ते	0.52696	218.92565889587127
38	9	खरीदा	1.54982	818.3488258654837
38	10	था	0.00449	123.30855296529035
38	11	बहुत	0.18074	197.78527964379373
38	12	प्रसिद्ध	0.25955	279.35737053002276
38	13	है।	0.23979	233.7341948981907
40	1	वह	0.00071	51.0
40	2	नाव	0.20195	174.30855296529043
40	3	जिसको	0.00895	51.00000000000003
40	4	पिछले	0.08833	51.0
40	5	हफ्ते	0.96398	196.6171059305808
40	6	खरीदा	1.28902	569.3836828871933
40	7	था	0.00449	123.30855296529035
40	8	उस	0.25628	244.57055928758768
40	9	औरत	0.27769	353.92614755459044
40	10	ने	0.16328	123.30855296529035
40	11	बहुत	0.65294	299.59179962726853
40	12	﻿प्रसिद्ध	0.31744	371.5078318445426
40	13	है।	0.24293	276.6232382863559
42	1	वह	0.00071	51.0
42	2	लड़की	0.20150	174.30855296529043
42	3	जिसने	0.00893	51.00000000000003
42	4	कविता	1.17029	196.6171059305808
42	5	सारे	0.04724	51.0
42	6	लोगो	0.58727	218.92565889587127
42	7	के	0.00897	123.30855296529046
42	8	सामने	0.15843	197.78527964379384
42	9	गायी	1.24424	722.150665217393
42	10	थी	0.00334	123.30855296529035
42	11	बहुत	0.14075	197.78527964379396
42	12	गरीब	0.21690	215.17868526501115
42	13	है।	0.21225	229.858571896822
44	1	वह	0.00071	51.0
44	2	लड़की	0.20150	174.30855296529043
44	3	जिसने	0.00893	51.00000000000003
44	4	सारे	0.07308	51.0
44	5	लोगो	0.86915	196.6171059305808
44	6	के	0.00873	123.30855296529046
44	7	सामने	0.15528	197.78527964379384
44	8	गायी	1.30608	710.9635999683162
44	9	थी	0.00334	123.30855296529035
44	10	कविता	0.18623	291.3558389313814
44	11	बहुत	0.46383	221.93652087260534
44	12	गरीब	0.21968	235.83929199468594
44	13	है।	0.21225	248.46326420357445
46	1	वह	0.00071	51.0
46	2	कविता	0.20180	174.30855296529043
46	3	जिसको	0.00895	51.00000000000003
46	4	उस	0.02087	51.0
46	5	लड़की	0.65510	196.6171059305808
46	6	ने	0.01344	123.30855296529046
46	7	सारे	0.03474	101.0
46	8	लोगो	0.50327	218.92565889587127
46	9	के	0.00897	145.6171059305808
46	10	सामने	0.15843	200.05665267703785
46	11	गाया	1.56579	975.657032594399
46	12	था	0.00331	123.30855296529035
46	13	काफी	0.17611	244.57055928758746
46	14	पुरानी	0.21853	218.64204918486348
46	15	है।	0.21555	232.90857074504083
48	1	वह	0.00071	51.0
48	2	कविता	0.20180	174.30855296529043
48	3	जिसको	0.00895	51.00000000000003
48	4	सारे	0.07314	51.0
48	5	लोगो	0.86971	196.6171059305808
48	6	के	0.00873	123.30855296529046
48	7	सामने	0.15528	197.78527964379384
48	8	गाया	1.30494	710.9635999683162
48	9	था	0.00331	123.30855296529035
48	10	उस	0.23243	244.57055928758768
48	11	लड़की	0.21866	353.92614755459044
48	12	ने	0.16316	145.6171059305807
48	13	काफी	0.61032	400.37939446463315
48	14	पुरानी	0.27381	266.5730541959656
48	15	है।	0.21555	277.3266459126635
50	1	वह	0.00071	51.0
50	2	आदमी	0.20192	174.30855296529043
50	3	जिसने	0.00896	51.00000000000003
50	4	स्कूटर	1.17145	196.6171059305808
50	5	बड़ी	0.04535	51.0
50	6	मेहनत	0.65965	218.92565889587127
50	7	से	0.01303	123.30855296529046
50	8	साफ	0.05122	101.0
50	9	की	0.59936	791.1282726796868
50	10	थी	0.00304	123.30855296529035
50	11	पुराना	0.16090	291.3558389313814
50	12	कर्मचारी	0.21413	434.7460834904218
50	13	है।	0.58705	247.30346648934164
52	1	वह	0.00071	51.0
52	2	आदमी	0.20192	174.30855296529043
52	3	जिसने	0.00896	51.00000000000003
52	4	बड़ी	0.09072	51.0
52	5	मेहनत	0.97552	196.6171059305808
52	6	से	0.01270	123.30855296529046
52	7	साफ	0.05091	101.0
52	8	की	0.62676	779.8074791568455
52	9	थी	0.00304	123.30855296529035
52	10	स्कूटर	0.17069	291.3558389313814
52	11	पुराना	0.43536	363.8095626178165
52	12	कर्मचारी	0.21751	521.5593665933498
52	13	है।	0.58705	267.92585249531294
54	1	वह	0.00071	51.0
54	2	स्कूटर	0.20177	174.30855296529043
54	3	जिसको	0.00893	51.00000000000003
54	4	उस	0.02087	51.0
54	5	आदमी	0.65373	196.6171059305808
54	6	ने	0.01345	123.30855296529046
54	7	बड़ी	0.03343	101.0
54	8	मेहनत	0.53502	218.92565889587127
54	9	से	0.01303	145.6171059305808
54	10	साफ	0.05122	101.0
54	11	किया	0.80005	1043.4003499724124
54	12	था	0.00246	123.30855296529035
54	13	बैटरी	0.14224	338.14111857517537
54	14	से	0.25266	167.92565889587104
54	15	चलती	0.46724	375.52919052226844
54	16	है।	0.80715	254.88315466275571
56	1	वह	0.00071	51.0
56	2	स्कूटर	0.20177	174.30855296529043
56	3	जिसको	0.00893	51.00000000000003
56	4	बड़ी	0.09080	51.0
56	5	मेहनत	0.97616	196.6171059305808
56	6	से	0.01270	123.30855296529046
56	7	साफ	0.05091	101.0
56	8	किया	0.69147	779.8074791568455
56	9	था	0.00246	123.30855296529035
56	10	उस	0.18192	244.57055928758768
56	11	आदमी	0.17480	353.92614755459044
56	12	ने	0.16311	145.6171059305807
56	13	बैटरी	0.67917	599.7587889292663
56	14	से	0.11555	167.9256588958715
56	15	चलती	0.86522	465.0401811821748
56	16	है।	0.80715	297.5584407646338
58	1	वह	0.00054	51.0
58	2	माली	0.11968	51.0
58	3	जिसने	0.02160	51.0
58	4	लकड़ी	1.24746	174.30855296529046
58	5	बहुत	0.05304	51.0
58	6	दिलचस्पी	0.65896	196.6171059305808
58	7	से	0.01315	123.30855296529046
58	8	रखी	1.95785	891.0763954038933
58	9	थी	0.00220	123.30855296529035
58	10	बहुत	0.10146	197.78527964379396
58	11	बूढ़ा	0.17496	215.1786852650116
58	12	है।	0.18512	229.858571896822
60	1	वह	0.00071	51.0
60	2	माली	0.20177	174.30855296529043
60	3	जिसने	0.00893	51.00000000000003
60	4	बहुत	0.07137	51.0
60	5	दिलचस्पी	0.87761	196.6171059305808
60	6	से	0.01281	123.30855296529046
60	7	रखी	1.27921	669.5958665535985
60	8	थी	0.00220	123.30855296529035
60	9	लकड़ी	0.12767	291.3558389313814
60	10	बहुत	0.42439	221.93652087260534
60	11	बूढ़ा	0.17774	235.83929199468594
60	12	है।	0.18512	248.46326420357445
62	1	वह	0.00071	51.0
62	2	लकड़ी	0.20183	174.30855296529043
62	3	जिसको	0.00894	51.00000000000003
62	4	उस	0.02087	51.0
62	5	माली	0.65438	196.6171059305808
62	6	ने	0.01345	123.30855296529046
62	7	बहुत	0.03391	101.0
62	8	दिलचस्पी	0.50510	218.92565889587127
62	9	से	0.01315	145.6171059305808
62	10	रखा	1.51173	929.0068749927816
62	11	था	0.00218	123.30855296529035
62	12	बहुत	0.10121	197.78527964379373
62	13	विचित्र	0.17467	215.17868526501115
62	14	है।	0.18502	229.858571896822
64	1	वह	0.00071	51.0
64	2	लकड़ी	0.20183	174.30855296529043
64	3	जिसको	0.00894	51.00000000000003
64	4	बहुत	0.07143	51.0
64	5	दिलचस्पी	0.87817	196.6171059305808
64	6	से	0.01281	123.30855296529046
64	7	रखा	1.25915	669.5958665535985
64	8	था	0.00218	123.30855296529035
64	9	उस	0.20861	244.57055928758768
64	10	माली	0.15995	353.92614755459044
64	11	ने	0.16328	145.6171059305807
64	12	बहुत	0.58669	300.6896972323166
64	13	विचित्र	0.22736	262.2849151185146
64	14	है।	0.18502	273.2447469018789
66	1	वह	0.00071	51.0
66	2	किसान	0.20315	174.30855296529043
66	3	जिसने	0.00892	51.00000000000003
66	4	फसल	1.17007	196.6171059305808
66	5	कल	0.86045	51.0
66	6	सुबाह	0.01288	51.0
66	7	मैदान	2.75542	977.3233425373048
66	8	में	0.00997	123.30855296529035
66	9	काटी	1.03643	528.5471817679058
66	10	थी	0.00221	123.30855296529035
66	11	बहुत	0.10184	197.78527964379373
66	12	मेहनती	0.17537	215.1786852650116
66	13	है।	0.18541	229.858571896822
68	1	वह	0.00071	51.0
68	2	किसान	0.20315	174.30855296529043
68	3	जिसने	0.00892	51.00000000000003
68	4	कल	1.17354	196.6171059305808
68	5	सुबाह	0.00882	51.0
68	6	मैदान	2.09993	473.89336966741007
68	7	में	0.00997	123.30855296529035
68	8	काटी	1.03643	505.47043762533826
68	9	थी	0.00221	123.30855296529035
68	10	फसल	0.12819	338.14111857517514
68	11	बहुत	0.42483	225.08463517553218
68	12	मेहनती	0.17815	238.66395369032534
68	13	है।	0.18541	251.06955070433378
70	1	वह	0.00071	51.0
70	2	फसल	0.20188	174.30855296529043
70	3	जिसको	0.00892	51.00000000000003
70	4	उस	0.02087	51.0
70	5	किसान	0.64982	196.6171059305808
70	6	ने	0.01345	123.30855296529046
70	7	कल	0.66988	101.0
70	8	सुबाह	0.00648	51.0
70	9	मैदान	3.62746	1608.4245664140503
70	10	में	0.00997	145.6171059305807
70	11	काटा	1.03576	560.6971283076095
70	12	था	0.00219	123.30855296529035
70	13	काफी	0.13470	197.78527964379373
70	14	महंगी	0.17755	215.17868526501115
70	15	है।	0.18851	229.858571896822
72	1	वह	0.00071	51.0
72	2	फसल	0.20188	174.30855296529043
72	3	जिसको	0.00892	51.00000000000003
72	4	कल	1.17301	196.6171059305808
72	5	सुबाह	0.00882	51.0
72	6	मैदान	2.10004	473.89336966741007
72	7	में	0.00997	123.30855296529035
72	8	काटा	1.03576	505.47043762533826
72	9	था	0.00219	123.30855296529035
72	10	उस	0.20963	244.57055928758768
72	11	किसान	0.16078	421.5681967394539
72	12	ने	0.16296	145.6171059305807
72	13	काफी	0.56941	303.9470971053752
72	14	महंगी	0.23275	265.35116078800047
72	15	है।	0.18851	276.16211497397035
74	1	वह	0.00054	51.0
74	2	टी-टी	0.11972	51.0
74	3	जिसने	0.02160	51.0
74	4	सिगरेट	0.11409	51.0
74	5	वेटिंग	0.30473	51.0
74	6	रूम	2.02515	487.53645876795383
74	7	के	0.00980	123.30855296529046
74	8	सामने	0.15158	197.78527964379396
74	9	मांगी	1.73915	748.1892811228843
74	10	थी	0.00333	123.30855296529035
74	11	मेरी	0.22354	291.3558389313814
74	12	मौसी	0.23268	292.8730417452107
74	13	का	0.14965	145.6171059305807
74	14	रिशतेदार	0.72163	497.9667632897358
74	15	है।	0.77936	270.03858646031676
76	1	वह	0.00054	51.0
76	2	टी-टी	0.11972	51.0
76	3	जिसने	0.02160	51.0
76	4	वेटिंग	0.11392	51.0
76	5	रूम	1.77910	322.1980044095982
76	6	के	0.00980	123.30855296529046
76	7	सामने	0.15158	197.78527964379384
76	8	मांगी	1.73915	728.5362332349608
76	9	थी	0.00333	123.30855296529035
76	10	सिगरेट	0.18544	244.57055928758768
76	11	मेरी	0.50783	353.92614755459044
76	12	मौसी	0.23621	419.8166082670591
76	13	का	0.14965	145.6171059305807
76	14	रिशतेदार	0.72163	674.872854122053
76	15	है।	0.77936	292.8886632855251
78	1	वह	0.00071	51.0
78	2	सिगरेट	0.20153	174.30855296529043
78	3	जिसको	0.00894	51.00000000000003
78	4	उस	0.02087	51.0
78	5	टी-टी	0.69582	174.30855296529046
78	6	ने	0.02910	123.30855296529046
78	7	वेटिंग	0.04057	101.0
78	8	रूम	0.63133	196.6171059305808
78	9	के	0.00980	145.61710593058092
78	10	सामने	0.15158	200.05665267703785
78	11	मांगा	1.71165	970.9549839473948
78	12	था	0.00329	123.30855296529035
78	13	विलायत	0.18544	291.35583893138164
78	14	से	0.25266	167.9256588958715
78	15	आती	0.48687	370.2166234210749
78	16	है।	0.82808	252.406731568346
80	1	वह	0.00071	51.0
80	2	सिगरेट	0.20153	174.30855296529043
80	3	जिसको	0.00894	51.00000000000003
80	4	वेटिंग	0.07699	51.0
80	5	रूम	0.92836	196.6171059305808
80	6	के	0.00927	123.30855296529046
80	7	सामने	0.15117	197.78527964379384
80	8	मांगा	1.26466	710.9635999683162
80	9	था	0.00329	123.30855296529035
80	10	उस	0.23149	244.57055928758768
80	11	टी-टी	0.17741	218.64204918486348
80	12	ने	0.52379	145.6171059305807
80	13	विलायत	0.39004	479.4978965480559
80	14	से	0.11555	167.9256588958715
80	15	आती	0.88434	445.42281790589686
80	16	है।	0.82808	288.0921926319893
82	1	वह	0.00054	51.0
82	2	बढ़ई	0.75438	224.30855296529046
82	3	जिसने	0.20923	145.6171059305808
82	4	अलमारी	0.21060	200.05665267703773
82	5	नीम	0.71156	283.0418279751374
82	6	के	0.19965	123.30855296529035
82	7	पेड़	0.55796	482.6159493843909
82	8	के	0.09645	145.61710593058092
82	9	नीचे	0.38014	200.05665267703785
82	10	बनायी	0.88856	460.95861220714687
82	11	थी	0.12901	123.30855296529035
82	12	यहाँ	0.50099	651.9595178032673
82	13	कई	0.22347	319.7309539246585
82	14	सालों	0.22885	861.9447721712245
82	15	से	0.17098	167.9256588958715
82	16	काम	0.69343	1227.2530947751657
82	17	कर	0.95449	845.6523465086539
82	18	रहा	0.14302	145.6171059305807
82	19	है।	0.56226	453.5405876156374
84	1	वह	0.00054	51.0
84	2	बढ़ई	0.75438	224.30855296529046
84	3	जिसने	0.20923	145.6171059305808
84	4	नीम	0.21061	200.05665267703773
84	5	के	0.13831	123.30855296529046
84	6	पेड़	0.71156	356.5628739731528
84	7	के	0.09645	145.61710593058092
84	8	नीचे	0.38014	200.05665267703785
84	9	बनायी	0.88856	428.17890196136955
84	10	थी	0.12901	123.30855296529035
84	11	अलमारी	0.42321	606.6564049991659
84	12	यहाँ	0.49953	613.0012200705542
84	13	कई	0.22719	323.33094283029004
84	14	सालों	0.22885	876.0169985204998
84	15	से	0.17098	167.9256588958715
84	16	काम	0.69343	1244.1692790786738
84	17	कर	0.95449	855.7197733524608
84	18	रहा	0.14302	145.6171059305807
84	19	है।	0.56226	456.81307793659835
86	1	वह	0.00054	51.0
86	2	अलमारी	0.75410	224.30855296529046
86	3	जिसको	0.20924	145.6171059305808
86	4	उस	0.26311	200.05665267703773
